IWG1,20010920T151645,14.642,-96.4235,4229.12,,4255.74,4235.87,137.172,134.938,209.011,0.162247,0.0558355,185.039,189.068,4.23184,2.98645,0.90837,0.488137,2.95111,5.49085,-7.03531,14.0805,614.777,72.7016,860.533,8.57255,78.2577,0.0569099,0.821413,0.749384,,\r\n
IWG1,20010920T151646,14.6407,-96.4237,4229.11,,4256.08,4235.13,137.123,134.964,209.05,0.162314,0.0753046,185.008,189.062,4.2552,3.00751,1.02753,0.531389,2.97981,5.48919,-7.13719,14.0823,614.751,72.7295,860.48,8.52775,78.4959,0.0978415,0.821343,0.749454,,\r\n
IWG1,20010920T151647,14.6395,-96.4239,4229.29,,4256,4235.38,137.123,134.932,208.999,0.162235,0.107023,185.002,189.056,4.25649,2.98599,1.08514,0.556826,2.95908,5.50397,-7.41387,14.0934,614.757,72.6933,860.341,8.46962,78.37,0.114108,0.821272,0.749524,,\r\n
IWG1,20010920T151648,14.6383,-96.4241,4229.5,,4256.62,4236.84,137.123,134.78,208.757,0.161876,0.0213932,185.012,189.059,4.24933,2.96759,1.00261,0.426581,2.91874,5.50798,-7.66558,14.0785,614.711,72.5206,860.141,8.79653,77.9665,0.00552505,0.821202,0.749594,,\r\n
IWG1,20010920T151649,14.637,-96.4243,4229.41,,4256.21,4236.11,137.118,134.736,208.69,0.161766,0.0154686,184.998,189.053,4.259,2.99124,1.0347,0.565356,3.00252,5.5053,-7.50206,14.0699,614.741,72.4732,860.034,8.51082,77.0515,0.146653,0.821132,0.749664,,\r\n
IWG1,20010920T151650,14.6358,-96.4245,4229.59,,4256.1,4236.35,137.022,134.926,208.997,0.162232,0.0515175,185.005,189.041,4.23677,2.97157,1.06003,0.610464,2.98527,5.48088,-7.30642,14.0694,614.75,72.6912,859.773,8.33847,78.0541,0.179674,0.821062,0.749734,,\r\n
IWG1,20010920T151651,14.6346,-96.4247,4229.72,,4256.33,4235.38,137.017,135.003,209.111,0.162411,0.0195263,185.079,189.036,4.15823,2.93509,1.13994,0.576929,2.92857,5.48055,-7.05617,14.0786,614.733,72.7727,859.673,8.21909,78.9719,0.111546,0.820992,0.749804,,\r\n
IWG1,20010920T151652,14.6334,-96.4249,4229.72,,4256.76,4235.13,137.017,135.171,209.365,0.162809,0.0297307,185.175,189.047,4.07247,2.96293,1.18562,0.450443,2.95024,5.47126,-6.66614,14.09,614.7,72.9542,859.496,8.24747,80.3473,0.100159,0.820922,0.749875,,\r\n
IWG1,20010920T151653,14.6321,-96.425,4229.9,,4256.68,4235.62,137.017,135.176,209.378,0.162828,0.127216,185.218,189.059,4.04419,2.99465,1.09543,0.466422,2.99938,5.46157,-6.7127,14.0811,614.706,72.9637,859.265,8.09838,80.083,0.205783,0.820852,0.749945,,\r\n
IWG1,20010920T151654,14.6309,-96.4252,4230.03,,4256.98,4236.6,137.017,135.049,209.167,0.16251,0.100387,185.225,189.071,4.04886,2.96075,1.05958,0.335628,2.93352,5.48176,-6.69504,14.0851,614.683,72.8131,859.404,8.44652,79.8009,0.140498,0.820782,0.750015,,\r\n
IWG1,20010920T151655,14.6297,-96.4254,4230.11,,4256.87,4238.06,136.957,135.145,209.325,0.16275,0.132982,185.148,189.077,4.13083,2.9659,1.08333,0.514273,2.97615,5.45847,-6.52725,14.0737,614.691,72.9257,858.942,8.19968,79.9922,0.255159,0.820712,0.750085,,\r\n
IWG1,20010920T151656,14.6284,-96.4256,4230.44,,4256.99,4237.57,136.908,135.237,209.471,0.162975,0.162109,185.09,189.072,4.18297,2.93994,0.966646,0.569561,2.93935,5.45201,-6.50637,14.079,614.682,73.0296,858.981,8.11895,81.266,0.250015,0.820641,0.750155,,\r\n
IWG1,20010920T151657,14.6272,-96.4258,4230.71,,4257.33,4237.09,136.908,135.198,209.392,0.162861,0.133985,185.092,189.06,4.16916,2.92948,0.874756,0.513512,2.92842,5.47057,-6.21562,14.0921,614.656,72.9734,858.589,8.22392,81.2131,0.229676,0.820571,0.750225,,\r\n
IWG1,20010920T151658,14.626,-96.426,4230.86,,4257.48,4237.57,136.908,135.16,209.305,0.16273,0.130531,185.097,189.045,4.14968,2.93939,1.01047,0.47611,2.94617,5.51257,-5.76877,14.1285,614.646,72.9112,858.55,8.32359,81.1039,0.24332,0.820501,0.750295,,\r\n
